[ə'bændən] v./n.放弃；放纵
[li:ʃ] n. (系狗的)绳子
['li:wəd] a. 顺风的
['li:wei] n. (可供活动的)余地
['ledʒəbl] a. 易读的
['li:ʒən] n. 伤口；损害
['leksikəl] a. 词汇的；词典的
['leksikən] n. 词典
['laibələs] a. 诽谤的
[li'baidəu] n. 性欲；生命力
['lisit] a. 不禁止的，合法的
['liɡətʃuə] n. 绑缚之物(尤指系住血管以免失血的线)
['limbəu] n. 不稳定，中间状态
['liniəl] a. 直系的，嫡系的
['liniəmənts] n. (面部等的)特征；轮廓
['liŋɡwəl] a. 舌的；语言的
['litərəl] a. 海岸的；n. 海滨，沿海地区
['livid] a. (伤)青灰色的；(脸色)苍白的)；狂怒的
[ləʊm] n. 沃土(a rich soil)
['ləukəst] n. 蝗虫；贪吃的人
[ləu'kju:ʃən] n. 语言风格；惯用语
[lɔft] n. 阁楼，顶楼
['lɔɡdʒæm] n. 浮木阻塞；阻塞状态；僵局
['lɔitə] v. 游荡；徘徊
[lɔ:] n. 知识；传说
[laut] n. 粗人
[,ləu'bred] a. 粗野的，鲁莽的
[lju:'briʃəs] a. 光滑的；好色的
['lu:kə] n. [贬]钱，利益
['lju:kju(:)breit] v. 刻苦攻读，埋头苦干
[ljuə] n. 诱惑力；v. 引诱
['lʌʃəs] a. 美味的；肉感的
['lʌsti] a. 精力充沛的
[lintʃ] v. 私刑处死
['mækintɔʃ] n. 雨衣；防水胶布
['mækjuleit] a. 有斑点的
[mɑ:'estrəu] n. 艺术大师；音乐大师
[mæɡ'niləkwənt] a. 夸张的
[meim] v. 使残废
['meikʃift] n./a. 代用品(的)；权宜之计(的)
[,mæli'dikʃən] n. 诅咒
['mælifæktə] n. 罪犯，作恶者
[mə'lefisnt] a. 有害的，犯罪的
['mælis] n. 恶意, 怨恨
[mə'liɡnənt] a. 恶毒的，充满恨意的
['mælit] n. 木槌，大头锤
[mæ'ləudə] n. 恶臭
['mænəkl] n. 手铐
[mə'nu:və] v./n. (军队)调遣；策略，操纵
['meindʒi] a. (兽)患疥癣的；污秽的
[mə'rɔ:d] v. 抢劫，掠夺
['mærinə] n. 水手，海员
['mærəu] n. 骨髓；精华
['mætədɔ:] n. 斗牛士
['meitri:,ɑ:ki:] n. 母权制；妇女统治
[mə'trikjuleit] v. 录取
['mæksim] n. 格言，普遍真理
['meihem] n. 严重伤害罪
['medikeit] v. 用药医治，加入药物
['meɡələu'meinjə] n. 自大狂
[me'mentəu] n. 纪念品
['mi:njəl] a. 仆人的，卑微的；n. 家仆
['mə:meid] n. 美人鱼
['mezmərizəm] n. 催眠术，催眠状态
['mezməraiz] v. 对„催眠；迷住
[me'tælədʒi] n. 冶金
[mi'æzmə] n. 瘴气；不健康的环境或影响
['midʒit] n. 侏儒
[mi:n] n. 风采，态度
['militənt] a. 好战的，好暴力的
[mi'leniəm] n. 一千年；(未来的)太平盛世
[mi'rækjuləs] a. 奇迹的，不可思议的
[mi'seləni] n. 混合物
['misiv] n. 信件；(尤指)公函
[ˌmisˈtaimd] a. 不合时机的
['mistrəl] n. 寒冷干燥的强风
[məu'lest] v. 骚扰，干扰
['mɔnəstri] n. 男修道院，僧院
['mɔnəuɡrɑ:f] n. 专题论文
[mə'nɔpəlaiz] v. 垄断，独占
['mɔnəutəun] a. 单调的
['mɔnstrəs] a. 巨大的；可怕的
['mu:di] a. 喜怒无常的，脾气坏的
[muə] n. 旷野地，荒野；v. 使(船)停泊
[məup] v./n. 抑郁不乐，生闷气
[mə'ræs] n. 沼泽地；困境；v. 陷入困境
['mɔ:rɔn] n. 极蠢之人，低能儿
['məutail] a. 能动的，有自动力的
['mɔtl] v. 使成杂色
['mauntibæŋk] n. 江湖郎中，骗子
['mʌdl] n. 混乱，迷惑
['mʌdi] a. 多泥的；浑浊的，不纯的
['mʌɡi] a. (天气)闷热而潮湿的
[mʌlkt] n. 罚金v. 处以罚金；诈取，诈骗
[,mʌlti'feəriəs] a. 多种的，各式各样的
['mʌltitju:d] n. 多数；大众，平民
['mju:nimənts] n. 契据，房契
['mʌsti] a. 发霉的，有霉臭的
['mju:tileit] v. 残害；切断(肢体)
['mju:tinəs] a. 叛变的；反抗的
['mʌtn] n. 羊肉
['mʌzi:] a. 头脑糊涂的
[nɑ:'i:vti] n. 天真，纯朴，幼稚
['neizəl] a. 鼻的；有鼻音的
[nei'teiʃən] n. 游泳，游泳术
['nei,seiə] n. 怀疑者，否定者
[ni'sisitəs] a. 贫困的；急需的
[nə'krɔpəlis] n. 大墓地，公墓
['nektə] n. 琼浆玉液；花蜜
[ni'misis] n. 报应，天罚
['ni:əneit] n. 初生儿
[ne'fraitis] n. 肾炎
['nesl] v. 舒适地安顿；依偎
['nesliŋ] n. 尚未离巢的小鸟
['neðəməust] a. 最低的，最下方的
[njuə'rəusis] n. 精神病
[nitʃ] n. (放艺术品等的)壁龛；合适的位置
['niɡəd] n. 吝啬鬼
['niɡliŋ] a. 琐碎的
['naiilizəm] n. 虚无主义(生存无意义)；民粹主义(消灭一切旧体系建立新制度)
['nimbl] a. 敏捷的，灵活的
['nipəz] n. 钳子，镊子
['nipiŋ] a. 尖酸的；刺骨的
['nʌnsʌtʃ] n. 无匹敌的人
['nɔnpərəl] a./n. 无匹敌的(人)
[nu:s] n. 绳套，绞索(刑)
[,nəutə'biliti] n. 著名，显著
[nju:d] a. 赤裸的；n. 裸体者
[,nju:mə'rɔlədʒi] n. 数字命理学(通过数字算命)
['nju:minəs] a. 庄严的，神圣的
[,nju:miz'mætik] a. 钱币学的
['nʌpʃəl] a. 婚姻的，婚礼的
[nimf] n. 年轻女神；少女
[ɔ:] n. 桨；v. 划(船)
['əutmi:l] n. 燕麦片
['ɔbilisk] n. 方尖碑
[əu'bleiʃən] n. 宗教的供品，祭品
[əb'zə:vəns] n. 遵守，奉行(法律、习俗)
[əb'tru:d] v. 突出；强加
[ɔksi'dəntəl] n./a. 西方(的)
['ɔkjulə] a. 眼睛的；视觉的
['ɔdmənts] n. 残余物，零头
[,əudə'rifərəs] a. 有气味的
[ɔl'fæktəri] a. 嗅觉的
['ɔliɡɑ:k] n. 寡头政治执政者
[ɔm'nivərəs] a. 杂食的；兴趣杂的
['ɔnslɔ:t] n. 猛攻，猛袭
['əunəs] n. 义务，负担
[u:z] v. 慢慢地流，渗出；(勇气)逐渐消失
['əupiit] n. 安眠药，鸦片制剂
[,ɔptimai'zeiʃən] n. 最优化
['əupəs, 'ɔpəs] n. 巨著；(尤指)音乐作品
[ɔ'rækjulə] a. 神谕的；意义模糊的
['ɔ:kid] n. 兰花；称赞
['ɔrifis] n. 小开口，小孔
['ɔ(:)rəutʌnd] a. (声音)洪亮的；夸张的
['əuʃiəus] a. 不必要的，多余的
[aut'fɔks] v. 以机智胜过
['əuvəsait] n. 疏忽，失察，勘漏
[,əuvə'wi:niŋ] a. 自负的，过于自信的
[pə'lɑ:və] v./n. 空谈；奉承
['peiliŋz] n. 篱笆，木栅栏
['pæmpə] v. 纵容，过分关怀
[pein] n. 窗格玻璃
[,pænə'ræmik] a. 全景的，全貌的，概论的
[pæn'teknikən] n. 家具仓库，家具搬运车
['pænθiən] n. 万神殿
['pærəlaiz] v. 使瘫痪；使无效
['pɑ:li] n. 和谈；会谈；v. 和谈，会谈
['pɑ:ləs] a. 靠不住的，危险的
[pə'rəukjəl] a. 教区的；地方性的，狭小的
[,pɑ:tjuə'riʃən] n. 生产，分娩
['pɑ:stə] n. 牧师，牧人
[pə'θetik] a. 引起怜悯的；令人难过的
['peiθɔs] n. 感伤，哀婉，悲怆
[pɔ:n] n./v. 典当，抵押；n.被小人物利用
['pi:ki] a. 消瘦的；虚弱的
['pekjuleit] v. 挪用(公款)
[pi'kju:njəri] a. 金钱的
['pedl] v. 兜售
[pi:k] v. 偷看
[pi:p] n./v. 瞥见，偷看；初现
['piəri] a. 窥视的；好奇的；怀疑的
[pelt] v. 扔；n. 毛皮
['pendənt] a. 吊着的，悬挂的
[peni'treiʃən] n. 穿透；洞察力
['penʃən] n. 养老金，退休金
['pensiv] a. 沉思的；愁眉苦脸的
[pi'nʌmbrə] n. 半明半暗之处；边缘部分
['peptik] a. 产生胃酶的，助消化的
['pə:kəleit] v. 过滤出；渗透
[pə:'kʌʃən] n. 敲击乐器
['peridʒi:] n. 近地点
[,peri'fræstik] a. 迂回的，冗赘的
['periʃəbl] a. 易腐败的；n. 易腐败的东西
[pə(:)'snikiti] a. 势利的；挑剔的
['pə:sənidʒ] n. 名人；(戏剧)角色
[pə(:)'və:s] a. 不合适的，刚愎自用的，故意作对的
[pə(:)'və:t] v. 使堕落；误用；歪曲
['peski] a. 讨厌的，烦人的
['petiʃ] a. 易怒的，使性子的
[,færi'seiik] a. 伪善的，伪装虔诚的
['faiəl] n. 小瓶(药水瓶)
[fi'lɔlədʒi] n. 语文学，文学语言学
['fəubjə] n. 恐惧症
['fəuni] a. 假的，伪造的
[pi'ætsə] n. 阳台；广场
['paibɔ:ld] a. 花斑的，斑驳的
['pi:smi:l] a. 一件一件的，零碎的
[piə] n. 桥墩；码头
['pilfə] v. 偷窃
['pilidʒ] v./n. 抢劫，掠夺
['pinsəz] n. 钳子，镊子
[piskə'tɔ:riəl] a. 捕鱼的，渔民的
['pitilis] a. 无情的，冷酷的，无怜悯心的
['pivət] n. 枢轴，中心；v. 旋转
[plæŋk] n. 厚木板；要点
['plɑ:zə] n. 广场；集市
[pli'bi(:)ən] n. 平民；a. 平民的
['pli:nəri] a. 全权的；全体出席的
['plentitju:d] n. 充分
[,pli:əu'næstik] a. 罗嗦的
['plaiəz] n. 钳子
[plʌmp] a. 颇胖的，丰满的
[pəutʃ] v. 偷猎，窃取
[pɔl'tru:n] n. 懦夫
['pɔliændri] n. 一妻多夫制
['pɔliɡlɔt] a./n. 通晓多种语言的(人)
['pɔlimæθ] n. 知识广博者
['pəuni] n. 小型马
['pɔ:sain] a. 猪的，似猪的
['pɔridʒ] n. 麦片粥
['pɔ:təbl] a. 轻便的，手提式的
[pɔ:'tend] v. 预兆，预示
[ˈpɔzətivnis] n. 肯定，确信
[pɔs'tiəriə] a. (在时间、次序上)较后的
['pəustskript] n. 附言，后记
['pɔtbɔilə(r)] n. 粗制滥造的文艺作品
[prɑ:ns] v. 昂首阔步
['pri:'fiɡə] v. 预示；预想
[pri'hensail] a. 能抓物的，能缠绕东西的
[pri'pɔndərənt] a. 以重胜的，优势的，压倒性的
[,pri:pə'zesiŋ] a. (个性等)给人好感的
[pri'zentimənt] n. 预感，预觉
[pri'zju:məb(ə)l] a. 可能的，可假定的
[pri'tens] n. 虚伪；借口
[pri(:)'viʒən] n. 先见，预感
[prik] n. 小刺；刺痛v. 刺伤；戳穿
['prikl] n. (动物或者植物上的)刺，棘；v. 刺痛
[prig] n. 自命不凡者，道学先生
['prisi] a. 谨小慎微的，神经质的，为小事挂虑的
['prəukrieit] v. 生育
[prəu'krʌstiən] a. 强求一致的
[prə'dʒenitə] n. 祖先，始祖
[prəɡ'nɔstikeit] v. 预测，预示
['pru:fri:d] v. 校对
[prə'rəuɡ] v. 休会；延期
[prə'tru:d] v. 突出，伸出
[prə'və:biəli] adv. 无人不知地
[sɑ:m] n. 赞美诗，圣诗
['pju:bə(:)ti] n. 青春期
['pʌfəri] n. 极力称赞，夸大的广告，吹捧
['pʌljuleit] v. 繁殖；剧增
['pulpit] n. 讲坛
[pʌl'seit] v. 有规律的振动
[pʌl'seiʃən] n. 脉动，跳动，有节奏的鼓动
['pʌm(ə)l] v. (用拳)接连地打，打击
['pə:blaind] a. 愚钝的；视力不佳的
[pə'pɔ:t] n. 意义，涵义
[pə:s] v. 缩拢或撅起；n. 钱包
['pju:tətiv] a. 公认的，普遍认为的
['pju:trifai] v. 使腐烂
['pju:trid] a. 腐臭的
['piɡmi] n. 矮人，侏儒
[pairəu'meiniə] n. 纵火狂
[kwɔ'dræŋɡl] n. 四边形
['kwɔdruped] n. 四足兽
['kwæɡmaiə] n. 沼泽地；困境
[kwɑ:m] n. 疑惧；紧张不安
['kwi:zi] a. 令人恶心的；充满疑虑的
[kwiə] a. 奇怪的，疯狂的
['kwiəri] n./v. 质问，疑问，询问
[kwin'tesns] n. 完美的榜样；精华
[kwip] a. 俏皮话，妙语
[,ræki'tiə] n. 敲诈者，获取不正当钱财的人
['reiləri] n. 善意的嘲弄
[ræp'skæljən] n. 流氓，恶棍
[rɑsp] v. 发出刺耳的声音
['rætifai] v. 批准(协定等)
['ræviʃ] v. 迷住；强夺
[ri'bɑ:bətiv] a. 令人讨厌的，冒犯人的
['rekən] v. 推断，估计；猜想，设想
[ri'klain] v. 斜倚，躺卧
[,rekə'nɔitə] v. 侦察，勘察
['ri:di] a. 长满芦苇的；(声音)高而尖的
['ri:ɡəl] a. 帝王的；华丽的
['ri:dʒənt] n. 摄政者(代国王统治者)
['redʒimənt] n. (军队)团；v. 严格控制
[ri:'inkɑ:neit] v. 使化身，转生
['ri:'dʒɔin] v. 回答，答辩
[ri'dʒɔində] n. 回答
[ri'miʃən] n. 宽恕，赦免
[ri'mit] v. 免除；宽恕；汇款
[ri'mitəns] n. 汇款
[ri'mitənt] a. (病)间歇性的，忽好忽坏的
[ri'mɔnstrəns] n. 抗议，抱怨
[ri'mɔnstreit] v. 抗议；规劝
[ri'mju:nəreit] v. 报酬，补偿
[ri'næsnt] a. 再生的，复活的
[ren'diʃən] n. 表演，扮演，演奏，演唱
[ri'nʌnsieit] v. 放弃
[ri'pent] v. 懊悔，后悔
['replikə] n. 复制品
[,repɔ:'tɑ:ʒ] n. 报道，报道的消息，报告文学
[ri'pɔzitəri] n. 贮藏室，仓库
['ri:skript] n. 公告，法令；重抄
['ri:'ʃʌfl] v. 再洗牌；改组
[ri'stɔ:rətiv] a. 恢复健康的
[riˈsə:dʒ] v. 复活
[ri'tenʃən] n. 保留，保持
[ri'tentiv] a. 有记忆力的
[ri,tikju'leiʃ(ə)n] n. 网目，网状
[riˈtrentʃmənt] n. 节省，削减
[retrəu'æktiv] a. 溯及既往的，有追溯效力的
[ri'və:ʃən] n. 返回(原状，旧习惯)；逆转
[ri'vʌlʃən] n. 厌恶，憎恶；剧烈反应
['ræpsədi] n. 赞美之词；狂想曲
['rifl] n. 涟漪
[ˈrifræf] n. （贬）乌合之众，群氓
['riɡmərəul] n. 冗长的废话
[rins] v. 以清水冲洗，漂洗
[rip] v. 撕裂，撕破
['rɔistə] v. 喝酒喧哗
['rɔlikiŋ] a. 欢闹的
['rəuzi] a. 玫瑰色的；美好的;健康的
[rəut] n. 死记硬背
[rəu'tʌnd] a. (人)圆胖的；(声音)洪亮的
['raundəbaut] a. 绕远道的，转弯抹角的
[raut] n. 大败，溃败
[rəuv] v. 流浪，漂泊
['raudi] a. 吵闹的，粗暴的
['rʌbl] n. (一堆)碎石，瓦砾
[rʌk] n. 皱褶；普通群众
['ruksæk] n. (旅行等的)背包
['rʌdi] a. (脸色)红润的，红色的
['rʌmbl] v. 发出低沉的隆隆声音
['ru:mineit] v. 反刍；深思
['rʌs(ə)l] v. (使某物)发出轻而爽的声音
['rʌs(ə)lə(r)] n. 偷牛(马)贼
['sækərain] a. (态度)娇媚的；(说话声)娇滴滴的
[sæk] n. 粗布袋；v. 掠夺
['sækrəmənt] n. 圣礼，圣事
[sə'distik] a. 施虐狂的，性施虐狂的
[seif] n. 保险柜；冷藏室，饭橱
['sɑ:ɡə] n. 英雄故事，长篇小说
[sə'lifərəs] a. 含盐的，产盐的
[,sænə'tɔ:riəm] n. 疗养院，休养所
['sə:ŋ'frwɑ:] n. 沉着，临危不惧
['sænitəri] a. 卫生的，清洁的
['sæpliŋ] n. 树苗；年轻人
[sɑ:'dɔnik] a. 嘲笑的
[sə'tænik] a. 穷凶恶极的
['seitid] a. 厌腻的
[skæb] n. 创口上所结的疤、痂
['skeibrəs] a. 粗糙的
[skædz] n. 大量，巨额
[skɔ:ld] v. 烫，用沸水消毒；n. 烫伤
['skæmpə] v. 奔跑，快跑
[skæn] v. 细查，细看；浏览，扫描；分析韵律
[skɑ:] n. 伤痕，伤疤
[skeə] n./v. 惊吓，受惊，威吓
[skɑ:p] n. 悬崖，陡坡
[skeið] n./v. 损害，烧伤，烧焦；严厉批评
['skeptikəl] a. 怀疑的，不相信的
['sintileit] v. 闪烁;(谈吐)流露机智
['siʒən] n. 切断，分离，分裂
['sku:tə] n. 滑行车，踏板车
['skɔ:tʃiŋ] a. 酷热的
['skauə] v. 擦洗，擦亮；四处搜索
['skræmbl] v. 攀登；争夺
[skreip] v. 刮擦，擦掉
[skri:d] n. 冗长的演说，长篇大论的文章
['skrʌmpʃəs] a. (食物)很可口的
[skʌd] v. 疾行，疾驶
['skʌtə] v. 疾走
['skʌtl] n. 舷窗，舱口盖
['si:feəriŋ] a. 航海的，跟航海有关的
[si'klu:d] v. 和别人隔离
[sekt] n. (宗教等)派系
[si'diʃən] n. 煽动叛乱
[si'diʃəs] a. 煽动性的
[,selfə'beismənt] n. 自卑，自谦
[,selfəb'sɔ:bd] a. 自恋的
[,selfə'sə:ʃən] n. 坚持己见，自信
['si:nail] a. 年老的
['sensitaiz] v. 使某人或某事物敏感
['sensjuəl] a. 肉欲的，淫荡的
[sen'tenʃəs] a. 好说教的；简要的
['sentri] n. 哨兵，步哨
[si'kweiʃəs] a. 盲从的
[si'kwi:lə] n. 后继者；后遗症
[si'kwestreit] v. 扣押，没收
[,seri'neid] n. 夜曲
[,serən'dipiti] n. 善于发掘新奇事物的天赋
['sə:fdəm] n. 农奴身份，农奴境遇
['sə:mənaiz] v. 说教，讲道
['sə:pəntain] a. 似蛇般绕曲的，蜿蜒的
['ʃæbi] a. 破烂的；卑鄙的
[ʃæk] n. 简陋的小屋，棚屋
['ʃænti] n. 简陋的小木屋
[ʃɔ:l] n. (妇女用)披肩
[ʃi:f] n. 一捆，一束
[ʃi:n] n. 光辉，光泽
['ʃibəleθ] n. 陈旧语句
['ʃimə] v. 闪烁，微微发亮
['ʃiprait] n. 造船者
['ʃəui] a. 俗艳的；炫耀的
['ʃred] n. 碎片，破布；些许
['ʃrivl] v. (使)枯萎
['ʃʌfl] v. 拖步走；支吾；洗牌
['ʃʌtl] v. (使)穿梭移动，往返运送
['saidsplitiŋ] a. 令人捧腹大笑的
['saidl] v. (偷偷地)侧身而行
['siɡnətəri] n. 签署者，签署国
['siɡnitʃə] n. 签名，签字
['simiən] a. 猿的，猴的；n. 猴，类人猿
['simili] n. 明喻
['sinistə] a. 不吉祥的；险恶的
['sizlə(r)] n. 炎热天气，大热天
[skein] n. 一束(线或纱)
['skitiʃ] a. 轻浮的，轻佻的
[skʌlˈdʌɡəri] n. 舞弊
[skʌŋk] n. 臭鼬，黄鼠狼；v. 欺骗
['skai,rɔkit] v. 陡升，猛涨
['slæpdæʃ] adv./a. 马虎地(的)
['sleivə] v. 流口水；奉承；n. 口水
[slei] v. 杀，残杀
['sli:zi] a. 邋遢的；格调低下的
[sledʒ] n. 雪橇
['sledʒ,hæmə] n. 长柄大锤
[slait] n. 巧妙手法，巧计；灵巧
[sliŋ] v. 投掷，扔；n. 吊腕带,吊索
[slit] v. 撕裂；n. 裂缝
['slɔbə] n. 口水；v. 流口水；粗俗地表示
['slʌvən] n. 不修边幅的人
[slu:] v. (使)旋转
[slʌmp] v. 猛然落下；暴跌
[smə:tʃ] v. 玷污；n. 污点
['snæpiʃ] a. 脾气暴躁的
['snæpi] a. 精力充沛的；潇洒的
['snikə] v./n. 窃笑，暗笑
[snɔb] n. 势利小人
['snʌɡl] v. 挨近，依偎
['səuʃəbl] a. 好交际的，友好的，合群的
['sɔdʒə(:)n] v./n. 逗留，寄居
['sɔmnələnt] a. 思睡的；催眠的
[sə'nɔ:rəs] a. (声音)洪亮的
[saus] v. 浸在水中，使湿透
['speiʃəs] a. 广阔的，宽敞的
['spæŋɡl] n. (缝在衣服上的)金属片；v. 闪光
[spæz'mɔdik] a. 痉挛的；间歇性的
[,spili'ɔlədʒi] n. 洞窟学
['splæʃi] a. 溅水的；炫耀显眼的
[spu:l] n. (缠录音带等的)卷盘(轴)
[spuə] n. (野兽的)足迹，臭迹
[spaut] v. 喷出；滔滔不绝地讲
[sprɔ:l] v. 伸展手脚而卧
[sprint] v. 短距离全速奔跑
[spʌŋk] n. 勇气，胆量
[spə:n] n. 拒绝，摈弃
['skwi:miʃ] a. 易受惊的；易恶心的
[stæb] v. 刺伤，戳
['stæɡə] v. 蹒跚，摇晃
['steidʒi] a. 不自然的，演戏一般的
['stændstil] n. 处于停顿状态，中止
['stɑ:'krɔst] a. 时运不济的
[stæʃ] v. 藏匿，隐藏
['sti:pl] n. 尖塔，尖阁
[stu:p] v. 俯身；降低身份
[,staut'hɑ:tid] a. 刚毅的，大胆的
['stræɡl] v. 迷路；落伍；蔓延
[,stræɡju'leiʃ(ə)n] n. 扼杀，勒死
['stju:diəu] n. 工作室，画室，演播室
[stʌn] v. 使晕倒，使惊吓，打晕
['stju:pifai] v. (使)茫然，吓呆
[stju(:)'pendəs] a. 巨大的,大得惊人的
['sʌblimeit] v. (使)升华，净化
[səb'skraib] v. 捐助；订购
[səb'sist] v. 生存下去；继续存在，维持生活
['sʌb'strɑ:təm] n. 基础；地基
[səb'venʃən] n. 补助金，津贴
['sʌli] v. 玷污，污染
['sʌndri] a. 各式各样，各种的
[sju:pə'rænjueitid] a. 老迈的
[sju:'pə:lətiv] a. 最佳的
[,sju:pə'stiʃən] n. 迷信，盲目恐惧
[sə:'veiləns] n. 监视，盯梢
[swæŋk] v. 夸耀，炫耀
[swɔ:m] n. (蜜蜂)一群；一群(人)
['swɔ:ði] a. (皮肤等)黝黑的
[sweə] v. 诅咒
[swaip] n./v. 猛击
[sim'pəuziəm] n. 专题讨论会
[tæk] n. 大头钉，图钉
['tɑ:ri] v. 徘徊，耽搁
['tætəd] a. 衣衫褴褛的；破旧的
[,tɔ:tə'lɔdʒikəl] a. 用语重复的
[ti:m] v. 充满；到处都是；v. 下倾盆大雨
[ti:'təutl] a. 滴酒不沾的
[ˈtendinəs] a. 腱的
['tensail] a. 张力的，可伸展的
['θespiən] a. 戏剧的，演戏的
['θɔ:ni] a. 多刺的,痛苦的，困难的
['θrɔ:l] n. 奴隶，农奴
[θræʃ] v. 鞭打
[θreʃ] v. 打谷，脱粒
['θrifti] a. 节省的
[θrəuz] n. 剧痛
['θrɔtl] v. 掐脖子；扼杀；n.节流阀
['taimwɔ:n] a. 陈旧的，老朽的
[tindʒ] v. 染色；使带气息
['tipl] v. 酗酒；n. 烈酒
[,tɔpsi'tə:vi] a. 颠倒的，相反的；乱七八糟的
[tɔ:'pi:dəu] n. 鱼雷
['tɔrid] a. 酷热的
['tɔ:səu] n. (人体的)躯干；躯干像
['tɔ:tʃə] n. 酷刑，折磨；v. 对„施以苦刑
['tʌtʃiŋ] a. 引起同情的
['tʌtʃstəun] n. 试金石；检验标准
['tauz(ə)l] v. 弄乱(头发)
[trə'dju:s] v. 中伤，诽谤
['træməl] v./n. 束缚，妨碍n. 鱼网
[træmp] v. 重步走；长途跋涉
[træns'fju:z] v. 输血；充满
[trɔ:l] n. 拖网,v.用拖网捕鱼；搜罗
['tretʃəri] n. 阴险；背叛
[tred] v. 踩踏；n. 步履；车轮胎面
['treʒərə] n. 司库,财务员,出纳员
[trek] v. 艰苦跋涉
['tremjuləs] a. 颤动的，不安的
[trentʃ] n. 沟，壕沟
[ˈtresiz] n. (复数)女人的长发
[,tribju'leiʃən] n. 苦难，灾难
['tribjutəri] n./a. 支流(的)；进贡(的)
['trikəri] n. 欺骗，诡计
['traidənt] n. 三叉戟；三叉鱼叉
['trivjə] n. 琐事，无价值之物
['tru:ənt] a. 逃避责任的；n. 逃学者，逃避者
['tru:izm] n. 自明之理，真理
['trʌmpəri] a. 中看不中用的
['tju:mid] a. 肿起的，肿胀的
['tʌndrə] n. 冻原，苔原
['tju:tilidʒ] n. 监护，指导
['twɔdl] n. 胡说八道，瞎扯
[tai'ku:n] n. 有钱有势的企业家,大亨
[tai'fu:n] n. 台风
['ʌlsəreit] v. 溃烂，生恶疮
[ʌl'tiəriə] a. 较晚的，较远的；不可告人的
[,ʌltrə'mʌndein] a. 超俗的，世界之外的
[,ʌn'bidn] a. 未经邀请的
[,ʌn'braidld] a. 放纵的
[,ʌnkəu'ɔpərətiv] a. 不愿合作的
[,ʌndis'pju:təbl] a. 无可争辩的，毫无疑问的
['ʌndjuleit] v. 波动，起伏
[,ʌnik'sepʃənl] a. 非例外的，普通的，平凡的
[,ju:ni'lætərəl] a. 单方面的
['ju:nisn] n. 齐奏，齐唱；一致的或协调的行动
[,ʌp'frʌnt] a. 坦率的
['ʌpstɑ:t] n. 突然升官的人，暴发户
[ʌp'sə:dʒ] n. (情绪)高涨
['ʌp'tait] a. 焦虑不安的
['ə:tʃin] n. 顽童；[动物]海胆
['ə:sain] a. 熊的，像熊的
[ju(:)'tensl] n. 工具，(厨房)用具
[ʌk'sɔ:riəs] a. 宠爱妻子的
['væɡəbənd] n. 浪荡子，流浪者；a. 流浪的
['vælitju:di'neəriən] n. 体弱的人，过分担心生病的人
['vælə] n. 勇武，英勇
['væmpaiə] n. 吸血鬼
['vænɡɑ:d] n. 前卫
['vedʒiteit] v. 像植物般生活,无所事事
['ventrəl] a. 腹部的
[və:'beitim] a. 逐字的，照字面的
